Migrant_ID,Current_City,Origin_State,Origin_City,Age,Gender,Occupation,Migration_Reason,Migration_Date,Status
MIG01263,Mumbai,Rajasthan,Jaipur,30,Male,Driver,Displacement,2023-06-12,Active
MIG01264,Dhule,Andhra Pradesh,Visakhapatnam,26,Female,Security Guard,Education,2021-05-17,Active
MIG01265,Akola,Odisha,Bhubaneswar,39,Female,Factory Worker,Family Move,2021-09-09,Active
MIG01266,Parbhani,Andhra Pradesh,Visakhapatnam,33,Female,Driver,Family Move,2024-04-21,Active
MIG01267,Nandurbar,Uttar Pradesh,Varanasi,26,Other,Daily Wage Laborer,Education,2025-04-25,Active
MIG01268,Bhusawal,Bihar,Gaya,44,Male,Factory Worker,Displacement,2023-10-21,Active
MIG01269,Osmanabad,Odisha,Cuttack,49,Female,Driver,Family Move,2024-08-19,Active
MIG01270,Satara,Uttar Pradesh,Kanpur,47,Male,Factory Worker,Employment,2022-08-10,Active
MIG01271,Ulhasnagar,Odisha,Bhubaneswar,57,Male,Factory Worker,Family Move,2023-03-16,Active
MIG01272,Latur,Rajasthan,Jaipur,43,Female,Construction Worker,Employment,2023-12-20,Active
MIG01273,Nandurbar,Odisha,Cuttack,43,Other,Agricultural Laborer,Marriage,2025-10-09,Active
MIG01274,Ahmednagar,Telangana,Hyderabad,54,Other,Domestic Help,Employment,2022-03-29,Active
MIG01275,Wardha,Uttar Pradesh,Kanpur,29,Male,Domestic Help,Employment,2024-12-23,Active
MIG01276,Wardha,Rajasthan,Jaipur,40,Other,Small Vendor,Education,2025-12-12,Active
MIG01277,Ratnagiri,Madhya Pradesh,Bhopal,21,Female,Small Vendor,Employment,2023-07-15,Active
MIG01278,Bhusawal,Karnataka,Mysuru,19,Male,Daily Wage Laborer,Education,2025-01-03,Active
MIG01279,Wardha,Madhya Pradesh,Jabalpur,22,Other,Construction Worker,Employment,2023-08-17,Active
MIG01280,Parbhani,Uttar Pradesh,Kanpur,22,Other,Security Guard,Marriage,2022-10-14,Active
MIG01281,Navi Mumbai,Madhya Pradesh,Bhopal,30,Male,Small Vendor,Education,2021-06-01,Active
MIG01282,Bhandara,Odisha,Cuttack,45,Male,Construction Worker,Family Move,2021-06-08,Active
MIG01283,Ahmednagar,Odisha,Cuttack,26,Other,Security Guard,Marriage,2021-03-19,Active
MIG01284,Solapur,Madhya Pradesh,Jabalpur,35,Other,Small Vendor,Education,2023-07-29,Active
MIG01285,Jalna,West Bengal,Howrah,27,Female,Construction Worker,Displacement,2021-06-08,Active
MIG01286,Ratnagiri,West Bengal,Kolkata,51,Other,Driver,Family Move,2023-06-05,Active
MIG01287,Nashik,Odisha,Cuttack,32,Male,Construction Worker,Employment,2021-10-10,Active
MIG01288,Nagpur,Chhattisgarh,Raipur,29,Male,Domestic Help,Marriage,2024-05-14,Active
MIG01289,Vasai-Virar,Karnataka,Bengaluru,43,Other,Construction Worker,Education,2025-09-04,Active
MIG01290,Nandurbar,Uttar Pradesh,Varanasi,39,Other,Domestic Help,Displacement,2025-06-02,Active
MIG01291,Pune,West Bengal,Durgapur,53,Other,Construction Worker,Employment,2021-10-09,Active
MIG01292,Ambarnath,Gujarat,Ahmedabad,57,Male,Factory Worker,Family Move,2022-03-28,Active
MIG01293,Nanded,Gujarat,Surat,27,Male,Driver,Family Move,2025-06-10,Active
MIG01294,Ulhasnagar,Rajasthan,Jodhpur,50,Male,Security Guard,Employment,2021-01-18,Active
MIG01295,Palghar,Telangana,Warangal,34,Female,Agricultural Laborer,Family Move,2025-07-08,Active
MIG01296,Jalna,Odisha,Bhubaneswar,32,Other,Domestic Help,Employment,2025-08-23,Active
MIG01297,Osmanabad,Odisha,Cuttack,29,Female,Daily Wage Laborer,Displacement,2024-02-25,Active
MIG01298,Nandurbar,Andhra Pradesh,Vijayawada,30,Other,Security Guard,Displacement,2025-06-25,Active
MIG01299,Malegaon,Uttar Pradesh,Kanpur,40,Other,Security Guard,Education,2024-07-17,Active
MIG01300,Bhandara,West Bengal,Howrah,50,Other,Agricultural Laborer,Family Move,2025-05-23,Active
MIG01301,Ahmednagar,Uttar Pradesh,Kanpur,54,Other,Factory Worker,Education,2025-06-08,Active
MIG01302,Vasai-Virar,Gujarat,Surat,29,Other,Security Guard,Displacement,2023-03-25,Active
MIG01303,Satara,Gujarat,Surat,27,Other,Agricultural Laborer,Marriage,2021-05-18,Active
MIG01304,Latur,Karnataka,Mysuru,44,Other,Agricultural Laborer,Education,2025-01-04,Active
MIG01305,Bhusawal,Andhra Pradesh,Vijayawada,39,Male,Factory Worker,Displacement,2023-08-11,Active
MIG01306,Jalgaon,Andhra Pradesh,Visakhapatnam,38,Other,Domestic Help,Education,2022-12-02,Active
MIG01307,Jalgaon,Rajasthan,Udaipur,20,Female,Agricultural Laborer,Displacement,2021-08-25,Active
MIG01308,Parbhani,Rajasthan,Udaipur,30,Other,Security Guard,Family Move,2021-03-16,Active
MIG01309,Osmanabad,Rajasthan,Udaipur,20,Male,Factory Worker,Marriage,2024-02-06,Active
MIG01310,Sangli,West Bengal,Durgapur,49,Male,Daily Wage Laborer,Family Move,2023-02-10,Active
MIG01311,Gondia,Odisha,Cuttack,23,Other,Security Guard,Education,2022-05-08,Active
MIG01312,Amravati,Madhya Pradesh,Bhopal,22,Male,Factory Worker,Marriage,2023-02-03,Active
MIG01313,Kolhapur,Chhattisgarh,Raipur,34,Other,Driver,Displacement,2022-07-30,Active
MIG01314,Amravati,Gujarat,Vadodara,53,Male,Small Vendor,Employment,2021-10-28,Active
MIG01315,Mumbai,Rajasthan,Udaipur,50,Other,Domestic Help,Family Move,2025-03-31,Active
MIG01316,Bhusawal,Chhattisgarh,Raipur,54,Male,Daily Wage Laborer,Family Move,2024-11-26,Active
MIG01317,Jalgaon,Telangana,Warangal,55,Other,Factory Worker,Family Move,2022-08-22,Active
MIG01318,Amravati,Rajasthan,Jaipur,29,Male,Domestic Help,Marriage,2023-06-01,Active
MIG01319,Navi Mumbai,Rajasthan,Jaipur,37,Other,Construction Worker,Education,2021-06-03,Active
MIG01320,Wardha,Bihar,Patna,47,Other,Daily Wage Laborer,Employment,2021-11-24,Active
MIG01321,Aurangabad,Uttar Pradesh,Varanasi,48,Other,Driver,Displacement,2021-04-16,Active
MIG01322,Nandurbar,Chhattisgarh,Bhilai,23,Female,Daily Wage Laborer,Displacement,2025-10-05,Active
MIG01323,Wardha,Karnataka,Bengaluru,47,Male,Agricultural Laborer,Displacement,2025-08-04,Active
MIG01324,Akola,Uttar Pradesh,Kanpur,29,Other,Daily Wage Laborer,Employment,2025-08-21,Active
MIG01325,Yavatmal,Madhya Pradesh,Bhopal,33,Male,Small Vendor,Family Move,2024-11-01,Active
MIG01326,Mira-Bhayandar,Telangana,Hyderabad,42,Other,Daily Wage Laborer,Family Move,2024-12-24,Active
MIG01327,Gondia,Madhya Pradesh,Bhopal,60,Other,Daily Wage Laborer,Family Move,2021-01-19,Active
MIG01328,Kalyan-Dombivli,Odisha,Cuttack,58,Other,Daily Wage Laborer,Education,2024-11-10,Active
MIG01329,Jalna,Bihar,Patna,28,Male,Agricultural Laborer,Family Move,2022-09-05,Active
MIG01330,Osmanabad,Gujarat,Vadodara,18,Male,Construction Worker,Education,2024-10-31,Active
MIG01331,Dhule,Madhya Pradesh,Jabalpur,31,Male,Factory Worker,Marriage,2021-09-12,Active
MIG01332,Bhiwandi,West Bengal,Durgapur,28,Other,Agricultural Laborer,Education,2021-07-02,Active
MIG01333,Panvel,Telangana,Warangal,40,Other,Driver,Education,2024-05-05,Active
MIG01334,Latur,Uttar Pradesh,Kanpur,43,Female,Agricultural Laborer,Employment,2022-04-28,Active
MIG01335,Nagpur,Andhra Pradesh,Visakhapatnam,44,Male,Agricultural Laborer,Family Move,2023-01-16,Active
MIG01336,Yavatmal,Uttar Pradesh,Lucknow,26,Other,Construction Worker,Education,2021-08-17,Active
MIG01337,Akola,Karnataka,Hubballi,24,Other,Domestic Help,Displacement,2025-09-13,Active
MIG01338,Dhule,Gujarat,Surat,34,Other,Driver,Displacement,2025-04-27,Active
MIG01339,Sangli,Madhya Pradesh,Jabalpur,20,Female,Agricultural Laborer,Displacement,2023-02-24,Active
MIG01340,Latur,Rajasthan,Jaipur,31,Male,Driver,Marriage,2022-10-17,Active
MIG01341,Ichalkaranji,Chhattisgarh,Raipur,19,Female,Daily Wage Laborer,Employment,2021-09-28,Active
MIG01342,Satara,Chhattisgarh,Bhilai,38,Male,Domestic Help,Marriage,2023-04-03,Active
MIG01343,Ichalkaranji,Odisha,Bhubaneswar,32,Other,Driver,Education,2025-07-31,Active
MIG01344,Nandurbar,Andhra Pradesh,Visakhapatnam,37,Female,Small Vendor,Marriage,2023-10-13,Active
MIG01345,Nanded,Odisha,Cuttack,20,Male,Small Vendor,Employment,2021-06-27,Active
MIG01346,Kalyan-Dombivli,West Bengal,Howrah,60,Male,Construction Worker,Employment,2022-09-29,Active
MIG01347,Bhiwandi,Bihar,Muzaffarpur,49,Female,Daily Wage Laborer,Family Move,2021-09-20,Active
MIG01348,Hingoli,Odisha,Bhubaneswar,21,Male,Security Guard,Family Move,2024-03-02,Active
MIG01349,Sindhudurg,West Bengal,Kolkata,30,Female,Domestic Help,Employment,2024-01-17,Active
MIG01350,Kalyan-Dombivli,Bihar,Gaya,55,Other,Security Guard,Employment,2024-08-25,Active
MIG01351,Satara,Bihar,Patna,31,Female,Agricultural Laborer,Education,2022-11-25,Active
MIG01352,Jalgaon,Uttar Pradesh,Varanasi,59,Other,Agricultural Laborer,Displacement,2024-03-26,Active
MIG01353,Latur,Bihar,Patna,30,Female,Factory Worker,Displacement,2023-06-27,Active
MIG01354,Bhiwandi,Madhya Pradesh,Jabalpur,46,Female,Security Guard,Family Move,2024-03-01,Active
MIG01355,Ratnagiri,Madhya Pradesh,Bhopal,52,Female,Daily Wage Laborer,Education,2024-07-14,Active
MIG01356,Ratnagiri,Chhattisgarh,Raipur,49,Male,Security Guard,Family Move,2022-02-16,Active
MIG01357,Ulhasnagar,Uttar Pradesh,Kanpur,60,Female,Small Vendor,Family Move,2022-04-10,Active
MIG01358,Ahmednagar,Madhya Pradesh,Indore,47,Other,Domestic Help,Displacement,2022-06-26,Active
MIG01359,Pune,Gujarat,Surat,19,Other,Daily Wage Laborer,Displacement,2023-03-07,Active
MIG01360,Ulhasnagar,West Bengal,Howrah,28,Male,Daily Wage Laborer,Employment,2024-11-26,Active
MIG01361,Beed,West Bengal,Howrah,49,Female,Agricultural Laborer,Family Move,2022-10-28,Active
MIG01362,Navi Mumbai,West Bengal,Howrah,40,Other,Construction Worker,Education,2024-12-13,Active
MIG01363,Ratnagiri,Madhya Pradesh,Indore,32,Other,Small Vendor,Employment,2022-09-23,Active
MIG01364,Akola,Andhra Pradesh,Vijayawada,35,Female,Driver,Family Move,2024-04-11,Active
MIG01365,Mumbai,Odisha,Bhubaneswar,21,Female,Factory Worker,Education,2022-05-26,Active
MIG01366,Aurangabad,Gujarat,Ahmedabad,33,Female,Factory Worker,Education,2021-12-30,Active
MIG01367,Ulhasnagar,West Bengal,Durgapur,34,Female,Daily Wage Laborer,Displacement,2025-05-17,Active
MIG01368,Mira-Bhayandar,Rajasthan,Jaipur,59,Female,Driver,Education,2023-01-23,Active
MIG01369,Ahmednagar,Madhya Pradesh,Jabalpur,49,Other,Agricultural Laborer,Displacement,2024-06-30,Active
MIG01370,Bhandara,Madhya Pradesh,Indore,49,Female,Construction Worker,Marriage,2024-10-17,Active
MIG01371,Gondia,Bihar,Muzaffarpur,22,Male,Construction Worker,Family Move,2024-08-09,Active
MIG01372,Dhule,West Bengal,Durgapur,46,Female,Driver,Education,2025-10-17,Active
MIG01373,Akola,Rajasthan,Jaipur,21,Male,Agricultural Laborer,Marriage,2025-07-28,Active
MIG01374,Bhusawal,Karnataka,Mysuru,47,Male,Daily Wage Laborer,Displacement,2023-08-04,Active
MIG01375,Palghar,Madhya Pradesh,Indore,18,Female,Small Vendor,Education,2024-09-17,Active
MIG01376,Wardha,Gujarat,Surat,46,Other,Construction Worker,Education,2023-09-20,Active
MIG01377,Sindhudurg,Rajasthan,Jaipur,29,Male,Small Vendor,Education,2023-08-18,Active
MIG01378,Beed,Telangana,Warangal,29,Female,Driver,Employment,2022-12-24,Active
MIG01379,Beed,Andhra Pradesh,Vijayawada,25,Other,Domestic Help,Education,2023-05-06,Active
MIG01380,Sangli,Rajasthan,Jaipur,40,Female,Factory Worker,Education,2021-06-17,Active
MIG01381,Palghar,Gujarat,Ahmedabad,50,Other,Daily Wage Laborer,Marriage,2021-04-08,Active
MIG01382,Mira-Bhayandar,Andhra Pradesh,Visakhapatnam,49,Female,Factory Worker,Displacement,2021-08-21,Active
MIG01383,Washim,Andhra Pradesh,Visakhapatnam,23,Other,Domestic Help,Displacement,2021-09-13,Active
MIG01384,Chandrapur,Andhra Pradesh,Vijayawada,42,Female,Domestic Help,Displacement,2023-06-04,Active
MIG01385,Akola,Telangana,Hyderabad,25,Male,Domestic Help,Marriage,2023-11-16,Active
MIG01386,Sindhudurg,West Bengal,Durgapur,25,Female,Small Vendor,Employment,2024-07-24,Active
MIG01387,Jalna,Odisha,Bhubaneswar,19,Other,Daily Wage Laborer,Family Move,2023-12-09,Active
MIG01388,Bhandara,Madhya Pradesh,Jabalpur,45,Female,Security Guard,Employment,2025-09-22,Active
MIG01389,Satara,West Bengal,Howrah,38,Male,Factory Worker,Family Move,2025-02-25,Active
MIG01390,Dhule,Odisha,Cuttack,57,Male,Security Guard,Employment,2025-02-23,Active
MIG01391,Nashik,Chhattisgarh,Bhilai,35,Other,Daily Wage Laborer,Employment,2024-07-28,Active
MIG01392,Ichalkaranji,Gujarat,Surat,21,Other,Domestic Help,Family Move,2023-10-29,Active
MIG01393,Washim,Rajasthan,Udaipur,22,Male,Daily Wage Laborer,Displacement,2022-12-16,Active
MIG01394,Jalna,Bihar,Muzaffarpur,35,Female,Domestic Help,Displacement,2021-01-14,Active
MIG01395,Ambarnath,Gujarat,Surat,23,Other,Daily Wage Laborer,Marriage,2021-01-25,Active
MIG01396,Nagpur,Rajasthan,Jodhpur,50,Male,Domestic Help,Marriage,2025-11-05,Active
MIG01397,Ichalkaranji,Uttar Pradesh,Lucknow,50,Female,Security Guard,Education,2021-08-24,Active
MIG01398,Solapur,Madhya Pradesh,Bhopal,53,Male,Agricultural Laborer,Education,2022-01-27,Active
MIG01399,Kalyan-Dombivli,Andhra Pradesh,Visakhapatnam,24,Other,Factory Worker,Education,2025-03-24,Active
MIG01400,Nagpur,Karnataka,Hubballi,19,Female,Agricultural Laborer,Marriage,2024-09-09,Active
MIG01401,Osmanabad,West Bengal,Howrah,28,Male,Domestic Help,Displacement,2022-06-07,Active
MIG01402,Ratnagiri,Madhya Pradesh,Bhopal,38,Male,Agricultural Laborer,Displacement,2024-10-11,Active
MIG01403,Nanded,Telangana,Hyderabad,52,Female,Security Guard,Employment,2024-05-21,Active
MIG01404,Chandrapur,Chhattisgarh,Bhilai,30,Female,Security Guard,Family Move,2024-01-11,Active
MIG01405,Palghar,Andhra Pradesh,Vijayawada,26,Other,Construction Worker,Employment,2024-10-13,Active
MIG01406,Thane,Bihar,Patna,43,Other,Factory Worker,Displacement,2025-05-29,Active
MIG01407,Beed,Uttar Pradesh,Varanasi,36,Male,Agricultural Laborer,Family Move,2025-05-26,Active
MIG01408,Ulhasnagar,West Bengal,Durgapur,48,Female,Domestic Help,Education,2022-01-11,Active
MIG01409,Bhiwandi,Gujarat,Ahmedabad,28,Other,Small Vendor,Employment,2025-04-19,Active
MIG01410,Nashik,Andhra Pradesh,Vijayawada,30,Female,Domestic Help,Marriage,2022-02-17,Active
MIG01411,Osmanabad,Gujarat,Vadodara,40,Female,Factory Worker,Family Move,2024-03-07,Active
MIG01412,Panvel,Odisha,Bhubaneswar,50,Male,Construction Worker,Displacement,2022-10-25,Active
MIG01413,Nandurbar,West Bengal,Durgapur,25,Female,Small Vendor,Displacement,2021-10-17,Active
MIG01414,Satara,Andhra Pradesh,Vijayawada,42,Other,Daily Wage Laborer,Employment,2021-03-01,Active
MIG01415,Bhandara,Andhra Pradesh,Vijayawada,50,Female,Small Vendor,Employment,2021-07-17,Active
MIG01416,Mira-Bhayandar,Bihar,Patna,27,Other,Daily Wage Laborer,Employment,2024-06-07,Active
MIG01417,Latur,Karnataka,Bengaluru,20,Female,Daily Wage Laborer,Employment,2021-03-20,Active
MIG01418,Panvel,West Bengal,Howrah,56,Male,Construction Worker,Displacement,2022-01-21,Active
MIG01419,Nandurbar,Chhattisgarh,Raipur,42,Male,Agricultural Laborer,Marriage,2023-12-27,Active
MIG01420,Bhiwandi,Bihar,Gaya,30,Male,Small Vendor,Employment,2023-08-30,Active
MIG01421,Ulhasnagar,Odisha,Bhubaneswar,48,Other,Small Vendor,Displacement,2024-01-19,Active
MIG01422,Ambarnath,Telangana,Warangal,57,Male,Driver,Displacement,2023-11-21,Active
MIG01423,Latur,Odisha,Bhubaneswar,31,Male,Security Guard,Family Move,2025-11-08,Active
MIG01424,Kalyan-Dombivli,West Bengal,Kolkata,59,Female,Construction Worker,Displacement,2024-08-26,Active
MIG01425,Beed,West Bengal,Howrah,31,Other,Small Vendor,Family Move,2021-07-23,Active
MIG01426,Palghar,Madhya Pradesh,Bhopal,39,Male,Small Vendor,Marriage,2024-12-27,Active
MIG01427,Washim,Uttar Pradesh,Kanpur,27,Female,Security Guard,Marriage,2023-05-28,Active
MIG01428,Nanded,West Bengal,Durgapur,44,Female,Driver,Marriage,2025-01-02,Active
MIG01429,Mira-Bhayandar,West Bengal,Durgapur,50,Female,Small Vendor,Education,2021-08-28,Active
MIG01430,Pune,Rajasthan,Jaipur,24,Other,Domestic Help,Education,2021-02-21,Active
MIG01431,Palghar,Telangana,Warangal,52,Male,Driver,Displacement,2025-03-06,Active
MIG01432,Parbhani,Chhattisgarh,Raipur,19,Other,Security Guard,Marriage,2021-11-27,Active
MIG01433,Hingoli,Andhra Pradesh,Vijayawada,20,Other,Small Vendor,Family Move,2021-05-06,Active
MIG01434,Mumbai,Gujarat,Vadodara,58,Other,Construction Worker,Family Move,2022-08-22,Active
MIG01435,Satara,Chhattisgarh,Bhilai,20,Male,Construction Worker,Marriage,2023-08-19,Active
MIG01436,Osmanabad,Uttar Pradesh,Lucknow,48,Other,Domestic Help,Marriage,2025-07-30,Active
MIG01437,Bhiwandi,Odisha,Bhubaneswar,41,Female,Agricultural Laborer,Education,2023-06-08,Active
MIG01438,Malegaon,Odisha,Bhubaneswar,46,Female,Daily Wage Laborer,Family Move,2023-04-26,Active
MIG01439,Nagpur,Bihar,Gaya,46,Other,Small Vendor,Marriage,2021-04-04,Active
MIG01440,Malegaon,West Bengal,Kolkata,23,Female,Security Guard,Employment,2022-02-27,Active
MIG01441,Thane,Gujarat,Ahmedabad,37,Other,Domestic Help,Employment,2025-01-05,Active
MIG01442,Beed,Odisha,Cuttack,20,Female,Factory Worker,Family Move,2024-06-21,Active
MIG01443,Beed,Andhra Pradesh,Visakhapatnam,37,Male,Agricultural Laborer,Education,2025-01-04,Active
MIG01444,Satara,Telangana,Warangal,30,Male,Domestic Help,Marriage,2022-05-05,Active
MIG01445,Beed,Rajasthan,Jaipur,24,Male,Factory Worker,Displacement,2023-03-23,Active
MIG01446,Osmanabad,West Bengal,Kolkata,27,Other,Daily Wage Laborer,Employment,2023-04-30,Active
MIG01447,Satara,West Bengal,Kolkata,19,Other,Domestic Help,Employment,2021-02-17,Active
MIG01448,Parbhani,Telangana,Hyderabad,38,Other,Security Guard,Displacement,2021-01-06,Active
MIG01449,Kolhapur,Karnataka,Hubballi,58,Female,Agricultural Laborer,Marriage,2025-07-15,Active
MIG01450,Gondia,Uttar Pradesh,Lucknow,18,Male,Factory Worker,Education,2023-07-25,Active
MIG01451,Sangli,Odisha,Cuttack,41,Female,Agricultural Laborer,Displacement,2022-10-21,Active
MIG01452,Jalna,Bihar,Patna,47,Male,Daily Wage Laborer,Employment,2025-01-04,Active
MIG01453,Nashik,Bihar,Gaya,44,Male,Construction Worker,Displacement,2023-05-12,Active
MIG01454,Washim,Uttar Pradesh,Kanpur,39,Male,Domestic Help,Family Move,2025-08-09,Active
MIG01455,Navi Mumbai,Chhattisgarh,Raipur,41,Other,Small Vendor,Employment,2022-02-18,Active
MIG01456,Chandrapur,West Bengal,Howrah,27,Female,Domestic Help,Marriage,2025-11-08,Active
MIG01457,Malegaon,Telangana,Hyderabad,36,Male,Agricultural Laborer,Education,2021-05-19,Active
MIG01458,Palghar,West Bengal,Durgapur,30,Female,Domestic Help,Family Move,2024-05-23,Active
MIG01459,Ulhasnagar,Karnataka,Mysuru,44,Female,Daily Wage Laborer,Employment,2025-07-27,Active
MIG01460,Aurangabad,Karnataka,Bengaluru,22,Male,Agricultural Laborer,Education,2022-06-02,Active
MIG01461,Sindhudurg,Andhra Pradesh,Visakhapatnam,22,Female,Construction Worker,Employment,2025-06-23,Active
MIG01462,Ulhasnagar,Gujarat,Vadodara,39,Male,Daily Wage Laborer,Employment,2023-09-05,Active
MIG01463,Washim,West Bengal,Howrah,19,Male,Driver,Displacement,2021-10-30,Active
MIG01464,Nagpur,Chhattisgarh,Bhilai,23,Male,Driver,Employment,2022-09-21,Active
MIG01465,Palghar,Odisha,Cuttack,32,Male,Security Guard,Displacement,2022-02-11,Active
MIG01466,Kalyan-Dombivli,West Bengal,Durgapur,51,Other,Small Vendor,Education,2021-12-04,Active
MIG01467,Jalgaon,Odisha,Cuttack,22,Female,Agricultural Laborer,Employment,2024-03-28,Active
MIG01468,Mira-Bhayandar,Karnataka,Bengaluru,50,Female,Domestic Help,Family Move,2025-11-03,Active
MIG01469,Nashik,Karnataka,Bengaluru,42,Male,Security Guard,Displacement,2023-02-28,Active
MIG01470,Bhandara,Gujarat,Vadodara,39,Female,Security Guard,Marriage,2021-09-19,Active
MIG01471,Beed,Chhattisgarh,Bhilai,27,Other,Small Vendor,Education,2022-12-05,Active
MIG01472,Nagpur,West Bengal,Durgapur,49,Female,Daily Wage Laborer,Marriage,2023-03-09,Active
MIG01473,Pune,Karnataka,Bengaluru,36,Male,Factory Worker,Education,2024-05-08,Active
MIG01474,Sangli,Rajasthan,Jaipur,27,Female,Agricultural Laborer,Family Move,2021-05-13,Active
MIG01475,Ichalkaranji,Chhattisgarh,Raipur,27,Other,Security Guard,Employment,2023-05-09,Active
MIG01476,Palghar,Odisha,Bhubaneswar,48,Male,Driver,Employment,2025-06-24,Active
MIG01477,Jalgaon,Karnataka,Bengaluru,27,Other,Agricultural Laborer,Employment,2023-02-17,Active
MIG01478,Jalgaon,Odisha,Bhubaneswar,37,Female,Security Guard,Education,2021-04-30,Active
MIG01479,Aurangabad,Odisha,Cuttack,29,Male,Daily Wage Laborer,Displacement,2025-04-15,Active
MIG01480,Chandrapur,Bihar,Patna,40,Other,Small Vendor,Employment,2021-12-21,Active
MIG01481,Nanded,Madhya Pradesh,Indore,47,Female,Small Vendor,Education,2021-05-10,Active
MIG01482,Thane,Rajasthan,Jaipur,59,Male,Agricultural Laborer,Employment,2023-05-31,Active
MIG01483,Panvel,Chhattisgarh,Raipur,55,Male,Driver,Displacement,2024-10-16,Active
MIG01484,Palghar,Madhya Pradesh,Bhopal,27,Male,Construction Worker,Education,2024-08-05,Active
MIG01485,Nagpur,Andhra Pradesh,Vijayawada,56,Female,Construction Worker,Displacement,2023-07-05,Active
MIG01486,Thane,Chhattisgarh,Bhilai,60,Female,Driver,Displacement,2021-05-09,Active
MIG01487,Wardha,West Bengal,Kolkata,18,Male,Security Guard,Family Move,2023-04-12,Active
MIG01488,Washim,West Bengal,Howrah,39,Female,Security Guard,Family Move,2023-07-12,Active
MIG01489,Parbhani,Andhra Pradesh,Vijayawada,36,Female,Domestic Help,Displacement,2024-04-03,Active
MIG01490,Amravati,Gujarat,Surat,52,Male,Security Guard,Marriage,2024-05-05,Active
MIG01491,Jalna,Chhattisgarh,Raipur,59,Other,Small Vendor,Employment,2024-03-04,Active
MIG01492,Solapur,Madhya Pradesh,Jabalpur,34,Female,Agricultural Laborer,Education,2024-05-23,Active
MIG01493,Kalyan-Dombivli,Andhra Pradesh,Vijayawada,52,Male,Agricultural Laborer,Employment,2021-07-02,Active
MIG01494,Amravati,Madhya Pradesh,Indore,42,Female,Driver,Employment,2022-02-19,Active
MIG01495,Nanded,Madhya Pradesh,Indore,37,Female,Daily Wage Laborer,Employment,2024-12-25,Active
MIG01496,Nandurbar,Madhya Pradesh,Indore,52,Female,Construction Worker,Marriage,2024-04-12,Active
MIG01497,Chandrapur,West Bengal,Durgapur,38,Male,Domestic Help,Marriage,2024-03-17,Active
MIG01498,Bhusawal,Odisha,Bhubaneswar,59,Male,Driver,Family Move,2022-07-18,Active
MIG01499,Kolhapur,Chhattisgarh,Raipur,18,Female,Driver,Family Move,2023-03-14,Active
MIG01500,Jalgaon,Uttar Pradesh,Varanasi,49,Female,Security Guard,Displacement,2021-11-12,Active
MIG01501,Chandrapur,West Bengal,Durgapur,49,Female,Security Guard,Employment,2024-05-11,Active
MIG01502,Latur,Chhattisgarh,Raipur,28,Female,Factory Worker,Displacement,2022-10-20,Active
MIG01503,Parbhani,West Bengal,Kolkata,60,Other,Security Guard,Family Move,2023-10-26,Active
MIG01504,Bhandara,Telangana,Warangal,25,Female,Factory Worker,Employment,2021-10-19,Active
MIG01505,Panvel,West Bengal,Durgapur,54,Female,Daily Wage Laborer,Family Move,2021-06-08,Active
MIG01506,Pune,Bihar,Muzaffarpur,24,Male,Domestic Help,Family Move,2021-10-06,Active
MIG01507,Ichalkaranji,Odisha,Cuttack,42,Male,Agricultural Laborer,Displacement,2023-08-06,Active
MIG01508,Dhule,Odisha,Bhubaneswar,24,Other,Security Guard,Employment,2022-06-14,Active
MIG01509,Pune,Chhattisgarh,Raipur,57,Male,Security Guard,Employment,2021-07-27,Active
MIG01510,Dhule,Andhra Pradesh,Vijayawada,59,Male,Agricultural Laborer,Marriage,2022-01-20,Active
MIG01511,Jalgaon,Madhya Pradesh,Jabalpur,52,Female,Driver,Employment,2021-12-25,Active
MIG01512,Satara,Andhra Pradesh,Vijayawada,50,Other,Driver,Education,2024-10-03,Active
MIG01513,Washim,Bihar,Patna,39,Male,Domestic Help,Education,2024-11-23,Active
MIG01514,Beed,Gujarat,Vadodara,35,Male,Agricultural Laborer,Employment,2025-07-03,Active
MIG01515,Mumbai,Bihar,Patna,48,Other,Factory Worker,Family Move,2025-02-07,Active
MIG01516,Ratnagiri,Gujarat,Vadodara,55,Male,Construction Worker,Employment,2022-12-10,Active
MIG01517,Ahmednagar,Karnataka,Mysuru,36,Male,Security Guard,Employment,2023-01-23,Active
MIG01518,Bhandara,Gujarat,Ahmedabad,34,Male,Domestic Help,Employment,2024-01-02,Active
MIG01519,Gondia,Bihar,Gaya,58,Female,Security Guard,Displacement,2021-07-19,Active
MIG01520,Pune,Telangana,Warangal,24,Female,Security Guard,Employment,2024-10-04,Active
MIG01521,Sangli,Uttar Pradesh,Lucknow,26,Other,Daily Wage Laborer,Marriage,2023-07-17,Active
MIG01522,Palghar,Karnataka,Hubballi,35,Other,Small Vendor,Employment,2023-03-22,Active
MIG01523,Chandrapur,Odisha,Bhubaneswar,59,Female,Driver,Marriage,2023-09-21,Active
MIG01524,Thane,Uttar Pradesh,Kanpur,28,Female,Domestic Help,Family Move,2024-06-08,Active
MIG01525,Mumbai,Gujarat,Surat,60,Female,Agricultural Laborer,Displacement,2025-03-13,Active
MIG01526,Bhiwandi,Rajasthan,Udaipur,51,Male,Factory Worker,Family Move,2022-01-17,Active
MIG01527,Ichalkaranji,Karnataka,Mysuru,22,Female,Domestic Help,Family Move,2021-02-02,Active
